,station_name,lng,lat
475,Kedzie Ave & 45th St,-87.7,41.81
476,Kedzie Ave & Chicago Ave,-87.706148148,41.895489335
477,Jefferson St & Monroe St,-87.64274597167967,41.880329633634624
478,Field Museum,-87.617867,41.865312
479,Lavergne Ave & 46th St,-87.75,41.81
480,State St & 19th St,-87.627542,41.856594
481,Indiana Ave & 40th St,-87.6216,41.82168
482,Orleans St & Elm St,-87.637656,41.90289716666667
483,W Oakdale Ave & N Broadway,-87.64,41.94
484,MLK Jr Dr & 47th St,-87.616279,41.809851
485,Monticello Ave & Irving Park Rd,-87.718927979,41.953988791
486,Mies van der Rohe Way & Chicago Ave,-87.62175768613815,41.896944626370825
487,Southport Ave & Clark St,-87.664199,41.957081
488,Broadway & Cornelia Ave,-87.646439,41.945529
489,Halsted St & 69th St,-87.6446135779,41.76906172032
490,Damen Ave & Pershing Rd,-87.676597,41.823192
491,Wentworth Ave & 63rd St,-87.6297463052,41.78007963264
492,Wabash Ave & Cermak Rd,-87.626488,41.852619
493,Prairie Ave & Garfield Blvd,-87.618691,41.794853
494,Museum of Science and Industry,-87.583945,41.791728
495,Sheridan Rd & Greenleaf Ave,-87.6624120948,42.01058656284
496,Benson Ave & Church St,-87.683485,42.048214
497,Western Ave & Granville Ave,-87.689438282,41.99416136902
498,Chicago Ave & Sheridan Rd,-87.677821,42.050491
499,Ridge Blvd & Touhy Ave,-87.682951093,42.012183189
500,Sheffield Ave & Willow St,-87.65294533333334,41.91384983333333
501,Troy St & Elston Ave,-87.7066499009,41.94524356848
502,Troy St & North Ave,-87.705322,41.909835
503,Sangamon St & Washington Blvd,-87.6511,41.883165
504,Elston Ave & George St,-87.69,41.93
505,Ogden Ave & Roosevelt Rd,-87.68448483333333,41.866506
506,McCormick Place,-87.61885,41.8516385
507,Millard Ave & 26th St,-87.71592199802399,41.84453112462163
508,Homewood Ave & 115th St,-87.67070800065994,41.68459507202618
509,Whipple/Irving Park,-87.7,41.95
510,Archer (Damen) Ave & 37th St,-87.68322083333334,41.82673416666667
511,Sacramento Blvd & Franklin Blvd,-87.70264483333334,41.89057233333333
512,Clark St & Leland Ave,-87.667429,41.967096
513,Ashland Ave & McDowell Ave,-87.66451533333333,41.8088705
514,Hoyne Ave & Balmoral Ave,-87.68196866666666,41.97985216666667
515,Rhodes Ave & 32nd St,-87.6133705,41.836762666666665
516,Sacramento Blvd & Fulton Ave,-87.7,41.89
517,Ashland Ave & Pershing Rd,-87.665577,41.823465
518,California Ave & 23rd Pl,-87.69506816666667,41.849224166666666
519,Base - 2132 W Hubbard Warehouse,-87.70407816666666,41.804769
520,Western Ave & Gunnison St,-87.69,41.97
521,Central Ave & Harrison St,-87.764499,41.872993
522,Kedzie Ave & 48th Pl,-87.7,41.8
523,Rockwell St & Archer Ave,-87.69,41.82
524,Halsted St & 35th St,-87.64702833333334,41.8306815
525,Leavitt St & Addison St,-87.68338033333333,41.9465835
526,DuSable Museum,-87.60783966666666,41.7914935
527,Dodge Ave & Main St,-87.69921066666667,42.034827666666665
528,N Sheffield Ave & W Wellington Ave,-87.65,41.94
529,Damen Ave & Coulter St,-87.67564,41.8492
530,California Ave & North Ave,-87.69727816666666,41.9105115
531,Marquette Ave & 89th St,-87.558424,41.733741
532,Lincoln Ave & Sunnyside Ave,-87.684781,41.963004
533,Michigan Ave & Ida B Wells Dr,-87.6243165,41.87602783333333
534,Keystone Ave & Montrose Ave,-87.7289701012,41.96110801623
535,N Paulina St & Lincoln Ave,-87.67,41.94
536,Halsted St & 47th Pl,-87.645618558,41.808215141
537,Racine Ave & 35th St,-87.65622383333333,41.830684833333336
538,Michigan Ave & Pearson St,-87.623603463,41.89754355
539,Walsh Park,-87.667968,41.91461
540,DuSable Lake Shore Dr & Diversey Pkwy,-87.636427,41.932588
541,Evanston Civic Center,-87.68661266666666,42.05707016666667
542,Kilbourn Ave & Irving Park Rd,-87.740569,41.953733
543,Austin Blvd & Chicago Ave,-87.774704,41.894887
544,Damen Ave & Division St,-87.67860366666666,41.9033025
545,Komensky Ave & 31st St,-87.73,41.84
546,Homan Ave & Fillmore St,-87.71,41.87
547,Clark St & Grace St,-87.65913383333333,41.95091266666667
548,Lincoln Ave & Peterson Ave,-87.71,41.99
549,Kosciuszko Park,-87.7237945,41.9305015
550,Leavitt St & North Ave,-87.68232216666667,41.91022233333333
551,May St & 69th St,-87.652949,41.768944
552,Racine Ave & 61st St,-87.654372,41.783189
553,Chicago State University,-87.608394504,41.7189188
554,North Ave & New England Ave,-87.8,41.91
555,California Ave & Lake St,-87.6962981368,41.88445395657
556,Kedzie Ave & 24th St,-87.7054137458,41.84819094491
557,Loomis St & 89th St,-87.65804133333333,41.73246816666666
558,Perry Ave & 69th St,-87.62822866666667,41.76926566666667
559,Ping Tom Park (East),-87.63,41.86
560,Pulaski & Ann Lurie Pl,-87.72,41.82
561,Vernon Ave & 79th St,-87.61379,41.75094
562,Eggleston Ave & 69th St,-87.635876,41.768898
563,Wentworth Ave & 104th St,-87.6288185,41.70536616666666
564,Commercial Ave & 130th St,-87.55080266666667,41.659108
565,Leavitt St & Lawrence Ave,-87.68394283333333,41.96889466666666
566,Knox Ave & Montrose Ave,-87.745417833,41.960650802
567,Central Ave & Chicago Ave,-87.764902,41.894958
568,Western Ave & Grace St,-87.69,41.95
569,Kostner Ave & Lake St,-87.73541,41.885928
570,Campbell Ave & Fullerton Ave,-87.6893205,41.924686
571,Washtenaw Ave & Ogden Ave,-87.69354633333333,41.86188383333333
572,Long & Irving Park,-87.76,41.95
573,Central St Metra,-87.698667,42.063862666666665
574,Damen Ave & 33rd St,-87.68,41.83
575,California Ave & 21st St,-87.69578516666667,41.85375916666667
576,Meade Ave & Addison St,-87.78,41.95
577,Cottage Grove Ave & Oakwood Blvd,-87.60711683333334,41.8229985
578,Halsted & 63rd - Kennedy-King Vaccination Site,-87.6446208145,41.77938114228
579,Eberhart Ave & 61st St,-87.61329866666667,41.784064666666666
580,Kostner Ave & Wrightwood Ave,-87.74,41.93
581,Larrabee St & Menomonee St,-87.64332,41.91468
582,Malcolm X College Vaccination Site,-87.67389116666666,41.877591
583,Vincennes Ave & 75th St,-87.63121,41.75797
584,Elizabeth St & 47th St,-87.656535,41.808394666666665
585,Conservatory Dr & Lake St,-87.716866,41.885502
586,Narragansett & Irving Park,-87.79,41.95
587,Narragansett Ave & School St,-87.79,41.94
588,Cottage Grove Ave & 78th St,-87.6050325,41.75319983333333
589,St. Louis Ave & Balmoral Ave,-87.7161149615,41.98039423475
590,Western Ave & Ardmore Ave,-87.69,41.99
591,Wabash Ave & 83rd St,-87.622855067,41.743328094
592,Racine Ave & Garfield Blvd,-87.655073,41.794228
593,Ashland Ave & 74th St,-87.663434625,41.759123802
594,Mulligan Ave & Wellington Ave,-87.78,41.93
595,Cottage Grove Ave & 71st St,-87.604959713,41.76571903697
596,Kedzie Ave & Harrison St,-87.70490933333333,41.873661
597,Eberhart Ave & 131st St,-87.61076133333333,41.65795383333333
598,Pulaski Rd & Congress Pkwy,-87.72597333333333,41.874351
599,Ellis Ave & 83rd St,-87.599034,41.744123
600,Vernon Ave & 75th St,-87.614138,41.758361
601,State St & 79th St,-87.6244385,41.750765
602,Cottage Grove Ave & 83rd St,-87.604836,41.743441
603,Central Park Blvd & 5th Ave,-87.715497,41.87569366666666
604,Western Blvd & 48th Pl,-87.68341,41.80570616666667
605,Stony Island Ave & 64th St,-87.586647,41.778881
606,State St & 76th St,-87.624621,41.756971
607,Sacramento Blvd & Addison St,-87.7,41.95
608,Evans Ave & 75th St,-87.606470466,41.758517861
609,Central Ave & Lake St,-87.765469,41.887664
610,Wabash Ave & 87th St,-87.622634,41.736646
611,Mozart St & Jackson Blvd,-87.7,41.88
612,Lawndale Ave & 111th St,-87.71288573741913,41.69131919221066
613,Hastings WH 2,-87.679664254,41.863533139
614,Pulaski Rd & Lake St,-87.726491,41.885409
615,Greenwood Ave & 91st St,-87.59729862213135,41.728264268162725
616,Oakley Ave & Touhy Ave,-87.688243,42.012342
617,Ada St & 113th St,-87.6553245,41.6875925
618,Stony Island Ave & 75th St,-87.586882871,41.7586696704
619,Cottage Grove Ave & 111th Pl,-87.61000156402588,41.69170975847015
620,Troy St & Grace St,-87.71,41.95
621,Lawndale Ave & 30th St,-87.72,41.84
622,Torrence Ave & 126th Pl,-87.55721569061278,41.66631200825726
623,Laramie Ave & Kinzie St,-87.755604,41.887798333333336
624,Jeffery Blvd & 67th St,-87.5771428255,41.77351755125
625,N Southport Ave & W Newport Ave,-87.66,41.94
626,Michigan Ave & 114th St,-87.6211315,41.68702683333333
627,Princeton Ave & Garfield Blvd,-87.6331205,41.79499633333333
628,Western Ave & Lake St,-87.69,41.88
629,Sacramento Ave & Pershing Rd,-87.7,41.82
630,California Ave & 26th St,-87.69496858119965,41.8436799145765
631,Dauphin Ave & 87th St,-87.60125756263733,41.73655902282214
632,Cicero Ave & Quincy St,-87.745353103,41.877578497
633,Wolcott Ave & Fargo Ave,-87.677648,42.016952
634,Cicero Ave & Lake St,-87.745261,41.886841
635,East End Ave & 87th St,-87.58280128240585,41.73681521440671
636,Milwaukee Ave & Fullerton Ave,-87.7,41.92
637,Kilbourn & Roscoe,-87.74,41.94
638,Kenton Ave & Madison St,-87.741018,41.880708
639,Exchange Ave & 79th St,-87.552812,41.751731
640,Jeffery Blvd & 71st St,-87.5764501141,41.76663823695
641,N Shore Channel Trail & Argyle Ave,-87.7,41.97
642,Stony Island Ave & 82nd St,-87.586005,41.746559
643,Morgan St & Pershing Rd,-87.650916,41.82363083333333
644,Phillips Ave & 79th St,-87.565211,41.75182
645,Francisco Ave & Bloomingdale Ave,-87.7,41.91
646,Campbell Ave & 51st St,-87.69,41.8
647,Western Ave & 111th St,-87.68129736185074,41.691211034981045
648,Washtenaw Ave & Peterson Ave,-87.7,41.99
649,Francisco Ave & Montrose Ave,-87.7,41.96
650,Washtenaw Ave & Polk St,-87.69,41.87
651,Lincoln Ave & Roscoe St - Charging,-87.670833826,41.943063378
652,Maplewood Ave & 59th St,-87.69,41.79
653,Damen Ave & 51st St,-87.674684,41.800908
654,Kedzie Ave & 21st St,-87.70507133333334,41.853549
655,Commercial Ave & 83rd St,-87.5512535,41.74464233333333
656,Narragansett & Wrightwood,-87.79,41.93
657,Dorchester Ave & 63rd St,-87.5914159893,41.7804056457
658,Cornell Dr & Hayes Dr,-87.5851665,41.780581
659,Stony Island Ave & South Chicago Ave,-87.585307,41.75112633333333
660,Halsted St & 59th St,-87.644874,41.787539
661,Racine Ave & 65th St,-87.654308,41.775393
662,Long Ave & Belmont Ave,-87.76,41.94
663,Yates Blvd & 75th St,-87.56644,41.758768
664,Harlem Ave & Grace St,-87.81,41.95
665,Olive Harvey College,-87.59021759,41.709521413
666,Springfield Ave & 47th St,-87.72,41.81
667,Oglesby Ave & 100th St,-87.565902,41.7133315
668,Pulaski Rd & 60th St,-87.72,41.78
669,Constance Ave & 95th St,-87.57896066666666,41.722079666666666
670,W Washington Blvd & N Peoria St,-87.65,41.88
671,Central Ave & Roscoe St,-87.77,41.94
672,Monticello Ave & Chicago Ave,-87.72,41.9
673,Kilbourn & Belden,-87.74,41.92
674,S Michigan Ave & E 118th St,-87.62,41.68
675,Panama Ave & Grace St,-87.83,41.95
676,Fullerton & Monitor,-87.77,41.92
677,Calumet Park,-87.530786514,41.71374619
678,Elston Ave & Henderson St,-87.7,41.94
679,Kildare Ave & Chicago Ave,-87.73,41.9
680,Austin Blvd & Madison St,-87.774453,41.880281
681,Kedzie Ave & 110th St,-87.70096063613892,41.69239474587557
682,Halsted St & 51st St,-87.645213904,41.80183164049
683,N Shore Channel Trail & Argyle St,-87.7,41.97
684,N Damen Ave & W Chicago Ave,-87.68,41.9
685,Kilpatrick Ave & Grand Ave,-87.74,41.91
686,Virginia Ave & Catalpa Ave,-87.7,41.98
687,Altgeld Gardens,-87.598819017,41.657066107
688,Torrence Ave & 106th St,-87.55992916666666,41.70286083333333
689,Spaulding Ave & 63rd St,-87.71,41.78
690,Baltimore Ave & 87th St,-87.54851460456847,41.73733560041666
691,Albany Ave & Belmont Ave,-87.71,41.94
692,Francisco Ave & Hollywood Ave,-87.7,41.98
693,Stewart Ave & 83rd St,-87.634088,41.743717
694,Ashland Ave & 78th St,-87.66369938850403,41.75220484941116
695,S Aberdeen St & W 106th St,-87.65,41.7
696,Major Taylor Trail & 115th St,-87.6452887058258,41.68493159519296
697,Marshfield Ave & 59th St,-87.666118,41.78683433333333
698,Phillips Ave & 83rd St,-87.56506,41.744531
699,Kildare Ave & 55th St,-87.73,41.79
700,Francisco Ave & 47th St,-87.7,41.81
701,Archer Ave & 43rd St,-87.7,41.82
702,Eberhart Ave & 91st St,-87.61171833333333,41.72927083333333
703,Michigan Ave & 71st St,-87.621748,41.765286
704,Halsted St & 111th St,-87.64261186122894,41.69226255589166
705,Kenosha & Wellington,-87.73,41.93
706,Stewart Ave & 63rd St,-87.634774,41.779835
707,Elizabeth St & 59th St,-87.654698,41.789697
708,State St & 123rd St,-87.62271466666667,41.67065016666667
709,Tripp Ave & 65th St,-87.73,41.77
710,Summit Ave & 86th St,-87.644856,41.73785483333333
711,Keeler Ave & Roosevelt Rd,-87.73,41.87
712,Lavergne & Fullerton,-87.75,41.92
713,Avenue O & 134th St,-87.53957916666667,41.65192983333333
714,Whipple St & Roosevelt Rd,-87.7,41.87
715,Central Park Ave & Douglas Blvd,-87.72,41.86
716,Ewing Ave & Burnham Greenway,-87.72327816666666,41.84468816666666
717,Oak Park & Wellington,-87.8,41.93
718,Pulaski Rd & 21st St,-87.72,41.85
719,State St & Pershing Rd,-87.62657366666667,41.8231095
720,Lavergne Ave & Division St,-87.75,41.9
721,Tripp Ave & 31st St,-87.73,41.84
722,Halsted St & 96th St,-87.642690778,41.719706893
723,Harding Ave & 26th St,-87.72,41.84
724,Western & 28th - Velasquez Institute Vaccination Site,-87.685187697,41.841564894
725,Central Park & Augusta Blvd,-87.72,41.9
726,Western Ave & 104th St,-87.68120348453522,41.70458710218908
727,Spaulding Ave & 16th St,-87.71,41.86
728,Hegewisch Metra Station,-87.54623116666667,41.648612666666665
729,Kildare Ave & 26th St,-87.73,41.84
730,Burnham Greenway & 112th St,-87.53043115139008,41.69177385116831
731,Wilton Ave & Diversey Pkwy - Charging,-87.652688146,41.932303429
732,Halsted St & 104th St,-87.64235816666667,41.70515683333333
733,Roscoe & Harlem,-87.81,41.94
734,Kenneth Ave & 50th St,-87.73,41.8
735,Halsted St & 73rd St,-87.644091487,41.761694431
736,Campbell Ave & Irving Park Rd,-87.69,41.95
737,Bissell St & Armitage Ave - Charging,-87.6522475,41.918496833333336
738,N Clark St & W Elm St,-87.63,41.9
739,Ashland Ave & Garfield Blvd,-87.664429,41.792822
740,Stony Island Ave & 90th St,-87.58574366569519,41.73139494330236
741,Vincennes Ave & 104th St,-87.65708,41.704985666666666
742,MLK Jr Dr & 83rd St,-87.6148,41.743116
743,Sacramento Blvd & Polk St,-87.7,41.87
744,Harlem & Irving Park,-87.81,41.95
745,Kildare & Cermak,-87.73,41.85
746,Washtenaw Ave & Madison St,-87.69,41.88
747,Shields Ave & 43rd St,-87.63474834,41.816294551
748,Central Ave & Parker Ave,-87.77,41.93
749,Kedzie Ave & Roosevelt Rd,-87.7064961757,41.86649278172
750,Elizabeth St & 92nd St,-87.654287457,41.726871133
751,Ashland Ave & 63rd St,-87.664843,41.779374
752,Rainbow Beach,-87.549386,41.757871
753,California Ave & 36th St,-87.69,41.83
754,Indiana Ave & 103rd St,-87.61835966666666,41.707166666666666
755,Bloomingdale Ave & Harlem Ave,-87.81,41.91
756,Central Park Ave & 24th St,-87.71506166666667,41.8481955
757,Meade Ave & Diversey Ave,-87.78,41.93
758,South Chicago Ave & 83rd St,-87.575193048,41.743920445
759,Doty Ave & 111th St,-87.59871482849121,41.69501044938143
760,Plainfield & Irving Park,-87.83,41.95
761,Laramie Ave & Madison St,-87.75541983333333,41.880235
762,Latrobe Ave & Chicago Ave,-87.756895,41.894745
763,Bennett Ave & 79th St,-87.57856266666667,41.751790666666665
764,California & 16th St,-87.7,41.86
765,Sayre & Diversey,-87.8,41.93
766,Lawler Ave & 50th St,-87.75,41.8
767,Artesian Ave & 55th St,-87.69,41.79
768,Greenwood Ave & 79th St,-87.59749366666667,41.751300666666666
769,Albany Ave & 16th St,-87.7,41.86
770,Western Ave & 62nd St,-87.68,41.78
771,Rockwell St & 63rd St,-87.69,41.78
772,Oketo Ave & Addison St,-87.81,41.94
773,Ashland Ave & 66th St,-87.66375966666666,41.77405916666667
774,Narragansett & McLean,-87.79,41.92
775,Karlov Ave & Madison St,-87.727907,41.88085
776,Long Ave & Belden Ave,-87.76,41.92
777,Lamon Ave & Armitage Ave,-87.75,41.92
778,Jeffery Blvd & 76th St,-87.5758393587,41.75712006802
779,Kildare Ave & Division St,-87.73,41.9
780,Kilbourn Ave & Milwaukee Ave,-87.74000823497772,41.94707089418471
781,Hamlin Ave & 62nd Pl,-87.72,41.78
782,Carpenter St & 63rd St,-87.650919,41.77987
783,Prospect Sq & 91st St,-87.66763266666666,41.72793216666667
784,Shabbona Park,-87.8,41.94
785,Clyde Ave & 87th St,-87.57274031639099,41.73715146431056
786,Troy Ave & 27th St,-87.7,41.84
787,Eggleston Ave & 92nd St,-87.63485066666667,41.7276535
788,Laramie Ave & Gladys Ave,-87.755358,41.875809833333335
789,Walden Pkwy & 100th St,-87.667683,41.712178
790,Kedzie Ave & 57th St,-87.7,41.79
791,Hale Ave & 107th St,-87.6689445,41.6992145
792,Kostner Ave & Adams St,-87.735737,41.877917
793,Richmond St & 59th St,-87.7,41.79
794,Loomis Blvd & 84th St,-87.65844033333333,41.741532166666666
795,Nordica & Medill,-87.8,41.92
796,California Ave & Marquette Rd,-87.69,41.77
797,Central Park Ave & Ohio St,-87.72,41.89
798,Seeley Ave & Garfield Blvd,-87.675478,41.794087
799,South Chicago Ave & Elliot Ave,-87.580046,41.747363
800,Central Ave & Madison St,-87.763238,41.880121
801,WEST CHI-WATSON,-87.79937666666666,41.9448345
802,Leamington Ave & Hirsch St,-87.75,41.91
803,Halsted St & 78th St,-87.6439021574879,41.75248701249013
804,Yates Blvd & 93rd St,-87.5662761926651,41.72616639024511
805,Avenue O & 118th St,-87.53806383333334,41.68102
806,Woodlawn Ave & 75th St,-87.595751,41.75916
807,Steelworkers Park,-87.53,41.74
808,Burnham Greenway & 105th St,-87.52823173999786,41.7045750872071
809,Cicero Ave & Flournoy St,-87.746619,41.872131
810,La Villita Park (Albany/30th),-87.7,41.84
811,Avenue L & 114th St,-87.54,41.69
812,St Louis Ave & Norman Bobbins Ave,-87.71,41.79
813,Homan Ave & 65th St,-87.71,41.78
814,Damen Ave & 59th St,-87.67414391040802,41.785861065132
815,Lamon Ave & Chicago Ave,-87.75,41.9
816,Menard Ave & Division St,-87.77,41.9
817,St Louis Ave & 59th St,-87.71,41.79
818,Kostner Ave & 63rd St,-87.73,41.78
819,Rockwell St & 57th St,-87.69,41.79
820,Kedzie Ave & 104th St,-87.7,41.7
821,Vernon Ave & 107th St,-87.61236466666666,41.700183333333335
822,Lincoln Ave & Roscoe St*,-87.67087066666667,41.9433725
823,Morgan St & Lake St*,-87.65228927135468,41.88549170626906
824,Bissell St & Armitage Ave*,-87.65218332409859,41.9182955629354
825,Major Ave & Bloomingdale Ave,-87.77,41.91
826,Green St & Randolph St*,-87.64862671494483,41.883601657275165
827,Tripp Ave & 15th St,-87.73,41.86
828,Maryland Ave & 104th St,-87.6,41.71
829,Cicero Ave & Grace St,-87.75,41.95
830,Rhodes Ave & 71st St,-87.611739039,41.766063809
831,Calumet Ave & 71st St,-87.61697220799999,41.765523195
832,Big Marsh Park,-87.57369483333333,41.6858635
833,Fairfield Ave & 44th St,-87.69,41.81
834,Komensky Ave & 55th St,-87.72,41.79
835,Parkside Ave & Armitage Ave,-87.77,41.92
836,Orange & Addison,-87.82,41.94
837,Commercial Ave & 100th St,-87.55109757184982,41.71331739547703
838,Kildare Ave & 47th St,-87.73,41.81
839,Albany Ave & Douglas Blvd,-87.7,41.86
840,Cicero Ave & Wrightwood Ave,-87.75,41.93
841,Kedzie Ave & Argyle St,-87.71,41.97
842,Eli Whitney Public School,-87.73,41.84
843,Keystone Ave & North Ave,-87.73,41.91
844,S Wentworth Ave & W 111th St,-87.63,41.69
845,Damen Ave & 47th St,-87.68,41.81
846,Hyde Park Blvd & 55th St,-87.59,41.8
847,Monticello Ave & Belmont Ave,-87.72,41.94
848,McVicker Ave & Grand Ave,-87.78,41.92
849,Spaulding Ave & Evergreen Ave,-87.71,41.91
850,Midway Orange Line,-87.74,41.79
851,Spaulding Ave & North Ave,-87.71,41.91
852,Western Ave & Jarvis Ave,-87.69,42.02
853,Spaulding Ave & Bryn Mawr Ave,-87.71,41.98
854,Harold Washington Park,-87.59,41.8
855,Legler Regional Library,-87.73,41.88
856,Milwaukee Ave & Diversey Ave,-87.71,41.93
857,Brandon Ave & 91st St,-87.55,41.73
858,Bradley Park,-87.56459176540375,41.717878301935
859,Hyde Park Blvd & 53rd St,-87.58,41.8
860,Milwaukee Ave & Haussen Ct,-87.72,41.94
861,Prairie Ave & 47th St - midblock,-87.62,41.81
862,Augusta Blvd & Laramie Ave,-87.76,41.9
863,Kenton Ave & Palmer St,-87.74,41.92
864,Wood St & 47th St,-87.67,41.81
865,Sacramento Ave & 25th St,-87.7,41.85
866,Avenue M & 132nd St,-87.54,41.66
867,Mozart Elementary School,-87.72,41.92
868,Cicero Ave & North Ave,-87.75,41.91
869,Lawndale Ave & Diversey Ave,-87.72,41.93
870,Pulaski Rd & Fullerton Ave,-87.73,41.92
871,Christiana Ave & Archer Ave,-87.71,41.81
872,Hamlin Ave & Fullerton Ave,-87.72,41.92
873,Pullman - Walmart,-87.6,41.7
874,Laramie Ave & Belmont Ave,-87.76,41.94
875,Harper Ave & 63rd St,-87.59,41.78
876,Hamlin Ave & Grand Ave,-87.72,41.9
877,Grand Ave & North Ave,-87.73,41.91
878,Kedzie Ave & 54th St - SE,-87.7,41.79
879,Calumet Ave & Garfield Blvd,-87.62,41.79
880,Central Ave & George St,-87.77,41.93
881,Central Ave & North Ave,-87.77,41.91
882,Oglesby Ave & 95th St,-87.57,41.72
883,Evans Ave & 63rd St,-87.61,41.78
884,Yates Blvd & Exchange Ave,-87.57,41.76
885,Komensky Ave & 59th St,-87.72,41.79
886,Cicero Ave & Wellington Ave,-87.75,41.94
887,Laramie Ave & Grand Ave,-87.76,41.92
888,Homewood Ave & Monterey Ave,-87.67,41.69
889,Waller Ave & Chicago Ave,-87.77,41.89
890,Menard Ave & Dakin St - midblock,-87.77,41.95
891,Morgan St & 103rd St,-87.65,41.71
892,Austin Ave & Wrightwood Ave,-87.78,41.93
893,Lowell Ave & Elston Ave,-87.74,41.97
894,Kostner Ave & North Ave,-87.74,41.91
895,Neva Ave & Grand Ave,-87.81,41.92
896,Sawyer Ave & Bryn Mawr Ave - SE,-87.71,41.98
897,Ewing Ave & 99th St,-87.54,41.72
898,Hamlin Ave & Montrose Ave,-87.72,41.96
899,Long Ave & North Ave,-87.76,41.91
900,Western Blvd & 49th St,-87.68,41.8
901,Christiana Ave & Belmont Ave,-87.71,41.94
902,532 E 43rd St,-87.61,41.82
903,Washtenaw Ave & Superior St,-87.7,41.89
904,Pulaski Rd & Armitage Ave,-87.73,41.92
905,Western Ave & 92nd Pl,-87.68,41.73
906,Walden Pkwy & 103rd St,-87.67,41.71
907,Kedvale Ave & 63rd St,-87.72,41.78
908,Chase Ave & Touhy Ave - NE,-87.69,42.01
909,MTV Hubbard St,-87.68,41.89
910,Lincoln Ave & Belmont Ave (Temp),-87.671114,41.939532
911,Stony Island Ave & 86th St,-87.59,41.74
912,Cicero Ave & Roscoe St,-87.75,41.94
913,Kedzie Ave & 54th St - SW,-87.7,41.8
914,Jonathan Y Scammon Public School,-87.73,41.94
915,Kedvale Ave & Avondale Ave,-87.73,41.95
916,Woodlawn & 103rd - Olive Harvey Vaccination Site,-87.59,41.71
917,California Ave & Devon Ave - NW,-87.7,42.0
918,Austin Ave & Wellington Ave - midblock,-87.78,41.93
919,Kedzie Ave & Pershing Rd,-87.7,41.82
920,Pulaski Rd & 44th St,-87.72,41.81
921,Pulaski Rd & 51st Rd,-87.72,41.8
922,Rockwell Ave & Touhy Ave ,-87.7,42.01
923,Halsted St & 102nd St,-87.64,41.71
924,Milwaukee Ave & Addison St,-87.73,41.95
925,Base - 2132 W Hubbard,-87.83324883333333,41.95202883333333
926,Sawyer Ave & Lawrence Ave,-87.71,41.97
927,Spaulding Ave & Foster Ave,-87.71,41.98
928,Ashland Ave & 71st St,-87.66,41.77
929,California Ave & Touhy Ave - NW,-87.7,42.01
930,Kedzie Ave & Archer Ave,-87.7,41.81
931,Narragansett Ave & Fullerton Ave,-87.78,41.92
932,Ada St & 95th St,-87.66,41.72
933,Kimball Ave & Carmen Ave,-87.71,41.97
934,Pulaski & 52nd,-87.72,41.8
935,Kimbark Ave & 63rd St,-87.59,41.78
936,Michigan Ave & 110th St,-87.62,41.69
937,Indiana Ave & 133rd St,-87.62,41.65
938,63rd & Western Ave - south corner,-87.68,41.78
939,Cottage Grove Ave & 111th St,-87.61,41.69
940,Austin Blvd & North Ave,-87.78,41.91
941,Kimbark Ave & 67th St,-87.59,41.77
942,Ada St & 79th St,-87.66,41.75
943,McCormick Blvd & Devon Ave,-87.71,42.0
944,Sacramento Ave & Greenleaf Ave,-87.7,42.01
945,Albany Ave & 63rd St,-87.7,41.78
946,Pulaski Rd & 41st,-87.72,41.82
947,Avenue J & 112th St,-87.53,41.69
948,Perry Ave & 108th Pl,-87.63,41.7
949,Chase Ave & Touhy Ave - NW,-87.69,42.01
950,Karlov Ave & Milwaukee Ave,-87.73,41.94
951,Robert Fulton Elementary School,-87.67,41.8
952,State St & 47th st,-87.63,41.81
953,Penn Elementary School / KIPP Ascend Middle School,-87.72,41.86
954,Keystone Ave & Irving Park Rd,-87.73,41.95
955,Avers Ave & Archer Ave,-87.72,41.8
956,Milwaukee Ave & School St,-87.73,41.94
957,Houston Ave & 91st St,-87.55,41.73
958,N Narragansett Ave & Grand Ave,-87.79,41.92
959,Laramie Ave & Fullerton Ave,-87.76,41.92
960,Troy St & Jackson Blvd,-87.7,41.88
961,Normal Ave & 72nd St,-87.64,41.76
962,Menard Ave & North Ave,-87.77,41.91
963,Linder Ave & Belmont Ave,-87.76,41.94
964,Harding Ave & 47th St,-87.72,41.81
965,Central Ave & Corcoran Pl,-87.76,41.89
966,California Ave & Pershing Rd,-87.69,41.82
967,California Ave & Devon Ave - NE,-87.7,42.0
968,Damen Ave & 74th St,-87.67363429069519,41.75927403933122
969,Stony Is Ave & 73rd St,-87.59,41.76
970,Throop St & 58th St,-87.66,41.79
971,Avers Ave & Irving Park Rd,-87.72,41.95
972,Kolin Ave & Archer Ave,-87.73,41.8
973,Kostner Ave & Armitage Ave,-87.74,41.92
974,Western Ave & 79th St,-87.68,41.75
975,Newcastle Ave & Belden Ave,-87.8,41.92
976,Sacramento Ave & Devon Ave,-87.7,42.0
977,Cottage Grove & 86th St,-87.61,41.74
978,Talman Ave & 51st St - midblock,-87.69,41.8
979,Karlov Ave & Kamerling Ave,-87.73,41.91
980,Lawndale Ave & Polk St,-87.72,41.87
981,Strohacker Park,-87.73,41.79
982,Kedzie Ave & 64th St - SW,-87.7,41.78
983,Cicero Ave & Altgeld St,-87.75,41.93
984,Stewart Ave & 123rd St,-87.63,41.67
985,Cottage Grove Ave & 75th St,-87.61,41.76
986,Cottage Grove Ave & 87th St,-87.61,41.74
987,Ewing Ave & 106th St,-87.54,41.7
988,Bishop St & 46th St,-87.66,41.81
